word,phoneme,en_short,vi,hint_level
aspidistra,,a kind of plant,蜘蛛兰,1
aspirator,,a devices that takes air,吸气器,1
aspirer,,a determined young person,有志者,1
assagai,,a sharp weapon of a people,阿萨盖,1
assailability,,state of being open to attack,可攻击性,1
assassinator,,one who kills by surprise,暗杀者,1
assayer,/æˈseɪɝ/,one who analyzes metals,化验者,1
assegai,,a long pointed weapon,阿塞盖伊,1
assembler,/əˈsɛmbɫɝ/,a type of computer program,汇编器,2
assembling,"/əˈsɛmbəɫɪŋ/, /əˈsɛmbɫɪŋ/",the act of gathering,组装,3
assenter,,one who agrees,同意者,1
assenting,,agreeing with,同意,1
asserter,,one claiming to tell the truth,断言者,1
assessee,,a person who is evaluated,被评估者,1
assets,/ˈæˌsɛts/,valuable items that are owned,资产,3
asseveration,,a firm announcement,断言,1
asseverator,,one who claims to speak truth,断言者,1
assibilation,,a language term,同化,1
assignee,,one who has a legal right,受让人,1
assimilator,,someone who learns beliefs,同化器,1
assize,,an ancient court order,巡回法庭,1
assizes,,county courts of England,巡回审判,1
associability,,capability of being connected,关联性,1
associableness,,capability of being connected,交际性,1
associateship,,the position of one connected,联谊,1
associationism,,a theory of being connected,联想主义,1
assuagement,,a feeling of relief,缓和,1
assuredness,,a calm state under strain,放心,1
astasia,,a lack of ability to stand,阿斯塔西娅,1
astereognosis,,loss of the ability to recognize,星认,1
asterion,,a medical term,星号,1
asterism,,a figure that is like a star,星群,1
asthenia,,a medical condition,乏力,1
asthenopia,,a state of having tired eyes,视疲劳,1
asthenosphere,,the lower layer,软流圈,1
astheny,,a medical condition,虚弱,1
astigmia,,a vision problem,散光,1
astilbe,/əˈstɪˌbi/,a kind of plant,落新妇,1
astragal,,a furniture decoration,黄芪,1
astragalus,,a bone in the leg,黄芪,1
astrantia,,a kind of plant,阿斯特兰蒂亚,1
astraphobia,,a strange fear of weather,星形恐惧症,1
astringence,,a sharp taste,涩味,1
astrobiology,,a branch of science,天体生物学,1
astrocyte,,a medical term,星形胶质细胞,1
astrodome,/ˈæstɹəˌdoʊm/,a part on an aircraft,阿斯特罗圆顶,1
astrodynamics,,a branch of space science,天体动力学,1
astrogator,,one who directs a space craft,占星者,1
astroglia,,a medical term,星形胶质细胞,1
astrolabe,,an old tool for measuring,星盘,1
astrolatry,,the love of planets and stars,占星学,1
astrologist,,one who predicts the future,占星家,1
astrometry,,a branch of space science,天体测量学,1
astronautics,/ˌæstɹəˈnɑtɪks/,the science of space travel,航天,1
astronavigation,,directing according to the stars,天文导航,1
asymptote,"/ˈæsəmˌtoʊt/, /ˈæsɪmpˌtoʊt/",a geometry term,渐近线,1
asynchronism,,a relation of when things occur,异步性,1
asynchrony,,a relation of time,异步,1
asynclitism,,a medical term,异步主义,1
asyndeton,,a language term,异步,1
asynergia,,a medical condition,不协同,1
asynergy,,a medical condition,不协同作用,1
asystole,,a medical condition,心搏停止,1
atar,,an oil extracted from flowers,阿塔尔,1
ataractic,,a kind of drug,阿塔拉克的,1
ataraxis,,the absence of mental stress,安塔拉轴,1
atavism,/ˈætəvɪzəm/,reappearance of an attribute,返祖现象,1
atavist,,a science term,返祖者,1
ataxia,/ˈeɪˈtæksiə/,inability to move well,共济失调,1
ataxy,,a medical condition,共济失调,1
atelectasis,,a condition of the chest,肺不张,1
ateleiosis,,a medical condition,心律失常,1
ateliosis,,a medical condition,心衰,1
atenolol,,a kind of medicine,阿替洛尔,1
athanor,,a kind of heating machine,阿萨诺尔,1
athar,,a kind of oil from flowers,阿塔尔,1
athenaeum,/ˌæθəˈniəm/,a library,雅典娜神庙,1
atheneum,/ˈæθənum/,a place for reading materials,雅典娜,1
atherodyde,,a simple kind of plane engine,动脉粥样硬化,1
atherogenesis,,a medical condition,动脉粥样硬化,1
atheroma,,fat deposits in an artery,动脉粥样硬化,1
atherosclerosis,/ˌæθɝoʊskɫɝˈoʊsɪs/,a narrowing of arteries,动脉粥样硬化,1
athetosis,,a medical condition,手足徐动症,1
athodyd,,a simple kind of plane engine,阿索迪德,1
atlas vertebra,,a bone in the back,寰椎,1
atmometer,,a measuring instrument,气压计,1
atmospherics,/ˌætməsˈfɛɹɪks/,a noise made by electricity,气氛,1
atole,,a kind of food,阿托莱,1
atom smasher,,device to increase the energy,原子粉碎机,1
atomisation,,a kind of destruction,雾化,1
atomiser,,a device that turns a liquid,雾化器,1
atomism,,a theory in chemistry,原子论,1
atomization,,a kind of destruction,雾化,1
atonalism,,a music term,无调性,1
atonality,,a music term,无调性,1
atonia,,a medical condition,阿托尼亚,1
atonicity,,a medical condition,无调性,1
atony,,a medical condition,乏力,1
atopognosia,,a medical condition,特应性失认症,1
atopognosis,,a medical condition,特应性诊断,1
atopy,,a medical condition,特应性,1
atorvastatin,,a kind of medicine,阿托伐他汀,1
atrazine,,a substance used to kill plants,阿特拉津,1
atresia,,state when an opening is closed,闭锁,1
atrociousness,,the quality of being very mean,残暴,1
atrophedema,,a medical condition,萎缩性水肿,1
atropine,,a dangerous substance,阿托品,2
attainability,,the state of being doable,可实现性,1
attainableness,,the state of being able to get,可实现性,1
attainder,/əˈteɪndɝ/,act of cancelling civil rights,剥夺者,1
attar,/ˈætɝ/,oil taken from flowers,阿塔尔,1
attenuator,,an electricity device,衰减器,1
attestant,,one who says a thing is true,见证人,1
attestator,,a legal term,证明者,1
attester,,one who says a thing is true,证明者,1
attestor,,one who says a thing is true,证明者,1
attorneyship,,the position of a lawyer,代理权,1
attosecond,,a very small unit of time,阿秒,1
attracter,,one who entertains large groups,吸引子,1
attractor,,one who entertains many,吸引子,1
atypicality,,any state that is not usual,非典型性,1
auberge,,a hotel,客栈,1
audad,,a kind of animal,奥达德,1
audibleness,,state of being able to be heard,可听度,1
audile,,one who remembers sounds,听觉的,1
audiocassette,,a tape for recording sound,录音带,1
audiogram,,a chart of a person's hearing,听力图,1
audiometer,,a measuring instrument,听力计,1
audiometry,,act of measuring hearing,听力测定,1
augend,,a kind of number,奥根德,1
augite,,a natural substance,辉石,1
augury,,a sign of the future,占卜,1
auklet,,a kind of bird,海雀,1
aunty,,the sister of your parents,阿姨,1
aureole,/ˈɑɹioʊɫ/,a region near the sun,光环,1
auricle,,a part of the heart,耳廓,1
auricula,,a yellow flower,耳廓,1
auriculare,,a medical term,耳廓,1
auriscope,,a medical instrument,耳镜,1
aurochs,,a kind of animal,野牛,1
aurora,/ɝˈɔɹə/,areas of light in the night sky,极光,2
auroscope,,a medical instrument,耳镜,1
auscultation,,listening to body sounds,听诊,1
auspex,,a religious official,卜卜仪,1
auspice,/ˈɔspɪs/,a good sign,前兆,1
austenite,,a science term,奥氏体,1
austereness,,state of being extremely plain,朴素,1
austral,/ˈɔstɹəɫ/,a unit of money,南方,1
australopithecine,/ɔˌstɹeɪɫoʊˈpɪθəˌsaɪn/,a relative of modern humans,南方古猿,1
autacoid,,a medical term,自体激素,1
autarchy,,economic independence,专制,1
autarky,,economic independence policy,自给自足,1
auteur,,a type of filmmaker,作者,1
authenticator,,one who decides if a thing is real,验证器,1
authoriser,,one in charge who decides,授权者,1
authorities,/əˈθɔɹətiz/,a governing organization,当局,3
authorizer,,one in charge who decides,授权人,1
autoantibody,,a harmful substance,自身抗体,1
autobahn,/ˈɔtoʊˌbɑn/,a major road,高速公路,1
autobus,,a vehicle carrying passengers,汽车巴士,1
autocatalysis,,a science term,自催化,1
autochthon,,the earliest people of a place,本土,1
autochthony,,a native quality,本土,1
autoclave,/ˈɔtoʊˌkɫeɪv/,device for heating substances,高压灭菌器,1
autocoid,,a medical term,自体,1
autocue,,a device to display words,自动提示,1
autodidact,,one who has taught oneself,自学者,1
autoeroticism,,using one's own body for sex,自慰,1
autoerotism,,using one's own body for sex,自体性欲,1
autofluorescence,,natural release of light,自发荧光,1
autofocus,,a device for focusing a camera,自动对焦,1
autogamy,,a plant term,自花受精,1
autogenesis,,a science term,自生,1
autogenics,,a way of training patients,自生学,1
autogeny,,a science term,自生,1
autogiro,,a kind of aircraft,旋翼机,1
autograft,,a medical term,自体移植物,1
autogyro,,a kind of aircraft,旋翼机,1
autoimmunity,,a science term,自身免疫,1
autoinjector,,a medical device,自动注射器,1
autolatry,,the love of oneself,自恋,1
autoloader,,a gun that loads itself,自动装载机,1
autolysis,,a science term,自溶,1
automat,,a machine for getting food,自动机,1
automatism,,a reaction without thought,自动症,1
automobilist,,one who drives a car,汽车驾驶者,1
automysophobia,,a strange fear of being dirty,自我恐惧症,1
autophyte,,a kind of plant,自生植物,1
autoplasty,,a medical term,自体整形术,1
autoradiograph,/ɑtoʊˈɹeɪdioʊɡɹæf/,a science term,放射自显影,1
autoradiography,,a science term,放射自显影,1
autoregulation,,a science term,自动调节,1
autosexing,,a method of breeding,自动性别鉴定,1
autosome,,a part of many cells,常染色体,1
autostrada,,an Italian highway,高速公路,1
autosuggestion,,a system for self improvement,自我暗示,1
autotelism,,a belief about art,自私主义,1
autotomy,,act of removing a body part,自切术,1
autotroph,,a kind of plant,自养型,1
autotype,,an exact copy,复写,1
autotypy,,a process for making prints,自证,1
auxesis,,a science term,生长,1
auxin,,a plant term,生长素,1
avadavat,,a kind of bird,阿瓦达瓦特,1
availableness,,quality of being there if needed,可用性,1
avaram,,a kind of plant,阿瓦拉姆,1
avariciousness,,an extreme desire for wealth,贪婪,1
avaritia,,desire for more wealth,阿瓦里蒂亚,1
avens,,a kind of plant,阿文斯,1
aventail,,a metal head covering,阿文泰尔,1
aventurine,,a natural substance,东陵,1
averageness,,the quality of being ordinary,平均性,1
averment,,a statement made with force,断言,1
averting,/əˈvɝtɪŋ/,the act of turning away,回避,1
aviatress,,a woman who flies planes,女飞行员,1
aviatrix,,a woman who flies planes,航空母舰,1
avidness,,a positive desire to move ahead,贪婪,1
avifauna,,birds of a particular region,鸟类动物群,1
avionics,/ˌeɪviˈɑnɪks/,a kind of science for aircrafts,航空电子设备,1
avitaminosis,,a kind of disease,维生素缺乏症,1
avo,,a unit of Macanese currency,阿沃,1
avocet,/ˈævəˌsɛt/,a kind of bird,阿沃塞特,1
avoirdupois,,excess body weight,阿沃杜普瓦,1
avouchment,,statement saying a thing is true,保证,1
avower,,one who claims to speak truth,宣誓者,1
avulsion,,a change in water direction,撕脱,1
awayness,,the state of being away,远离,1
awlwort,,a kind of water plant,苦艾草,1
awn,,thin hair pieces on grasses,芒,1
axerophthol,,a needed substance for vision,轴环素,1
axil,,upper angle formed by a leaf,轴,1
axilla,,the area under the arm,腋窝,1
axiology,,the study of values,价值论,1
axis vertebra,,a bone in the back,轴椎,1
axletree,,part of a vehicle,车轴树,1
axolemma,,a medical term,轴膜,1
axolotl,,a kind of animal,蝾螈,1
axon,/ˈækˌsɑn/,a long nerve part,轴突,1
axone,,a medical term,轴酮,1
axseed,,a kind of plant,斧子,1
ayah,,one who looks after children,阿亚,1
ayapana,,a kind of plant,阿亚帕纳,1
ayatollah,/ˌaɪəˈtoʊɫə/,a religious leader of Islam,阿亚图拉,1
ayin,,a letter,阿因,1
azadirachtin,,a substance that kills plants,印楝素,1
azathioprine,,a kind of drug,硫唑嘌呤,1
azedarach,,a kind of tree,苦楝,1
azederach,,a kind of tree,阿兹德拉赫,1
azide,,a science term,叠氮化物,1
azimuth,,a type of measurement,方位角,1
azithromycin,,a kind of medicine,阿奇霉素,1
azoimide,,a dangerous liquid,偶氮亚胺,1
azotaemia,,a medical condition,氮质血症,1
azote,,an old name for a gas,氮素,1
azotemia,,a medical condition,氮质血症,1
azoturia,,a medical condition,氮尿,1
aztreonam,,a kind of medicine,氨曲南,1
azurite,,a natural blue substance,蓝铜矿,1
azymia,,a science term,无酶,1
baba,"/ˈbɑbə/, /ˈbəbə/",a small type of cake,巴巴,2
babassu,,a kind of tree,巴巴苏,1
babbitt,/ˈbæbɪt/,a kind of metal,巴氏合金,1
babbitting,,lining a surface with a metal,巴氏合金,1
babbling,"/ˈbæbəɫɪŋ/, /ˈbæbɫɪŋ/",sounds like a baby's sounds,胡说,2
babiroussa,,a kind of animal,巴比鲁萨,1
babirusa,,a kind of animal,巴比鲁萨,1
babirussa,,a kind of animal,巴比鲁萨,1
babka,/ˈbæbkə/,a type of a coffee cake,巴布卡,1
baboo,,used as a title,巴布,1
babu,/bɑˈbu/,used as a title,巴布,2
babushka,/bəˈbʊʃkə/,a cloth for a woman's head,头巾,1
baby-sitter,/ˈbeɪbiˌsɪtɝ/,,保姆,1
baby powder,,a substance for the skin,婴儿爽身粉,1
baby sitting,,the work of watching children,婴儿坐,1
babyminder,,one who looks after babies,保姆,1
babysitting,/ˈbeɪbiˌsɪtɪŋ/,caring for others' children,保姆,1
babytalk,,adult's copy of young speech,儿语,1
bacca,,a fruit,浆果,1
baccalaureate,/ˌbækəˈɫɔɹiət/,an academic degree,学士学位,1
baccarat,/ˌbɑkɝˈɑ/,a type of card game,百家乐,1
bacchanal,"/ˈbækɪnəɫ/, /bəˈkeɪnəɫ/",one who drinks,酒神狂欢,1
bacchanalia,/ˌbækəˈneɪɫjə/,a wild drunk gathering,酒神狂欢,1
bacchant,,one who drinks too much often,酒神狂欢者,1
bacchante,,a follower of a Greek god,酒神的酒神,1
bachelor girl,,a young woman not married,单身女郎,1
bacitracin,,a kind of medicine,杆菌肽,1
back room,,a room located in the rear,后室,1
back street,,street with walls on the sides,后街,1
back tooth,,a biting part in the mouth,后牙,1
backband,,broad piece that covers a horse,后带,1
backbeat,,a loud steady music pattern,后拍,1
backbend,,a bend of the body,后弯,1
backbiter,,one who attacks a reputation,背后诽谤者,1
backblast,,movement from a weapon,回爆,1
backdown,,act of taking back an opinion,退后，退下,1
backflow,,flow that goes to its source,回流,1
backflowing,,a flow that returns,回流,1
backgammon board,,a game board,双陆棋棋盘,1
backgrounder,,interview with a govt official,背景资料,1
backlighting,,light from behind,背光,1
backpacking,/ˈbækˌpækɪŋ/,carrying in a pack on the back,背包旅行,2
backplate,,a protective covering,背板,1
backroom,/ˈbæˌkɹum/,a private meeting place,幕后室,2
backsaw,"/ˈbækˌsɑ/, /ˈbækˌsɔ/",a kind of tool that cuts,背锯,1
backscratcher,,a tool for the skin,刮背者,1
backsheesh,,the money given for services,背板,1
backsliding,/ˈbækˌsɫaɪdɪŋ/,returning to a bad state,倒退,1
backspacer,,a typing key,退格键,1
backstay,,a piece that supports the back,后支索,1
backstitch,/ˈbækstɪtʃ/,a kind of stitch,倒缝,1
backstroker,,one who swims a certain way,仰泳者,1
backswimmer,,a kind of insect,倒游者,1
